song_id,song,artist,reentry_date,previous_rank,reentry_rank,rank_jump,previous_popularity,reentry_popularity,popularity_change,popularity_change_rate,peak_rank_after_reentry,peak_date,peak_improvement,retention_days,rank_recovery_speed,rank_volatility,momentum_score
CROOKED - G-DRAGON,CROOKED,G-DRAGON,2025-11-09,40,47,-7,61,62,1,1.639344262295082,47,2025-11-09,0,19,0.0,3.0,0.4098360655737705
Candy (Feat. Zion.T) - Jay Park,Candy (Feat. Zion.T),Jay Park,2024-06-09,45,50,-5,65,66,1,1.5384615384615385,50,2024-06-09,0,1,0.0,0.0,0.38461538461538464
SPOT! - ZICO & JENNIE,SPOT!,ZICO & JENNIE,2025-07-12,33,36,-3,84,83,-1,-1.1904761904761905,35,2025-07-14,1,103,0.5,3.2550814975289875,0.35
Better Things - aespa,Better Things,aespa,2024-10-02,50,50,0,81,80,-1,-1.2345679012345678,49,2024-10-04,1,5,0.5,0.7071067811865476,0.35
I Don’t Think That I Like Her - Charlie Puth,I Don’t Think That I Like Her,Charlie Puth,2024-07-01,48,50,-2,73,74,1,1.36986301369863,50,2024-07-01,0,1,0.0,0.0,0.3424657534246575
Tick-Tack - ILLIT,Tick-Tack,ILLIT,2025-11-27,49,50,-1,73,74,1,1.36986301369863,50,2025-11-27,0,1,0.0,0.0,0.3424657534246575
Don't Look Back in Anger - Remastered - Oasis,Don't Look Back in Anger - Remastered,Oasis,2025-09-04,45,47,-2,74,75,1,1.3513513513513513,47,2025-09-04,0,1,0.0,0.0,0.33783783783783783
Seven (feat. Latto) (Summer Mix) - Jung Kook & Latto,Seven (feat. Latto) (Summer Mix),Jung Kook & Latto,2024-07-27,12,35,-23,76,77,1,1.3157894736842104,35,2024-07-27,0,2,0.0,0.0,0.3289473684210526
In Bloom - ZEROBASEONE,In Bloom,ZEROBASEONE,2024-07-22,49,50,-1,78,79,1,1.282051282051282,50,2024-07-22,0,1,0.0,0.0,0.3205128205128205
How Sweet - NewJeans,How Sweet,NewJeans,2025-08-14,12,12,0,83,83,0,0.0,11,2025-08-17,1,106,0.3333333333333333,3.0932007947209934,0.31666666666666665
Swan Song - LE SSERAFIM,Swan Song,LE SSERAFIM,2025-03-02,17,23,-6,79,80,1,1.2658227848101267,23,2025-03-02,0,15,0.0,1.790837957972741,0.31645569620253167
Baddie - IVE,Baddie,IVE,2025-01-22,48,49,-1,80,81,1,1.25,49,2025-01-22,0,1,0.0,0.0,0.3125
Supernatural - NewJeans,Supernatural,NewJeans,2025-07-12,4,4,0,81,82,1,1.2345679012345678,4,2025-07-12,0,139,0.0,1.95257862049663,0.30864197530864196
MANIAC - VIVIZ,MANIAC,VIVIZ,2025-02-28,49,50,-1,82,83,1,1.2195121951219512,50,2025-02-28,0,1,0.0,0.0,0.3048780487804878
Lilith (feat. SUGA of BTS) (Diablo IV Anthem) - Halsey & SUGA,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),Halsey & SUGA,2024-08-30,48,47,1,80,79,-1,-1.25,47,2024-08-30,0,15,0.0,0.5,0.3
Blue - V,Blue,V,2025-01-11,49,48,1,82,82,0,0.0,48,2025-01-11,0,1,0.0,0.0,0.3
Love 119 - RIIZE,Love 119,RIIZE,2025-03-26,31,30,1,69,69,0,0.0,30,2025-03-26,0,33,0.0,4.4522154285504,0.3
Queencard - (G)I-DLE,Queencard,(G)I-DLE,2024-09-29,50,49,1,85,85,0,0.0,49,2024-09-29,0,1,0.0,0.0,0.3
Bubble Gum - NewJeans,Bubble Gum,NewJeans,2025-08-14,23,22,1,79,79,0,0.0,22,2025-08-14,0,62,0.0,2.799416848895061,0.3
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2025-03-26,38,37,1,57,57,0,0.0,37,2025-03-26,0,142,0.0,3.130920769933333,0.3
한 페이지가 될 수 있게 - DAY6,한 페이지가 될 수 있게,DAY6,2025-10-07,36,35,1,52,52,0,0.0,35,2025-10-07,0,1,0.0,0.0,0.3
You & Me - JENNIE,You & Me,JENNIE,2025-01-12,49,48,1,80,80,0,0.0,48,2025-01-12,0,2,0.0,0.0,0.3
Nest - Lim Young Woong,Nest,Lim Young Woong,2024-12-30,49,50,-1,58,55,-3,-5.172413793103448,49,2025-01-03,1,13,0.25,1.0,0.3
Beautiful Things - Benson Boone,Beautiful Things,Benson Boone,2025-03-26,23,22,1,100,100,0,0.0,22,2025-03-26,0,36,0.0,1.9683205313885526,0.3
Lucky Girl Syndrome - ILLIT,Lucky Girl Syndrome,ILLIT,2025-06-12,49,48,1,73,72,-1,-1.36986301369863,48,2025-06-12,0,2,0.0,0.0,0.3
Love Station - Lim Young Woong,Love Station,Lim Young Woong,2024-11-23,50,49,1,56,56,0,0.0,49,2024-11-23,0,13,0.0,0.0,0.3
Do or Die - Lim Young Woong,Do or Die,Lim Young Woong,2025-11-19,47,46,1,59,59,0,0.0,46,2025-11-19,0,1,0.0,0.0,0.3
Drama - aespa,Drama,aespa,2025-10-12,48,47,1,82,79,-3,-3.6585365853658534,47,2025-10-12,0,1,0.0,0.0,0.3
Cruel Summer - Taylor Swift,Cruel Summer,Taylor Swift,2025-03-26,30,29,1,97,97,0,0.0,29,2025-03-26,0,177,0.0,2.411900401039867,0.3
London Boy - Lim Young Woong,London Boy,Lim Young Woong,2025-11-13,50,49,1,57,57,0,0.0,49,2025-11-13,0,7,0.0,0.4714045207910317,0.3
Kitsch - IVE,Kitsch,IVE,2024-08-17,50,49,1,77,77,0,0.0,49,2024-08-17,0,3,0.0,0.0,0.3
LOVE DIVE - IVE,LOVE DIVE,IVE,2024-06-19,49,48,1,83,83,0,0.0,48,2024-06-19,0,1,0.0,0.0,0.3
EASY - LE SSERAFIM,EASY,LE SSERAFIM,2025-03-15,4,3,1,89,89,0,0.0,3,2025-03-15,0,170,0.0,3.4354026524978423,0.3
Set Me Free Pt.2 - Jimin,Set Me Free Pt.2,Jimin,2025-03-26,5,4,1,78,77,-1,-1.282051282051282,4,2025-03-26,0,120,0.0,3.1127431276607447,0.3
Talk Saxy - RIIZE,Talk Saxy,RIIZE,2025-01-27,50,49,1,70,70,0,0.0,49,2025-01-27,0,1,0.0,0.0,0.3
Smart - LE SSERAFIM,Smart,LE SSERAFIM,2025-03-15,10,9,1,87,87,0,0.0,9,2025-03-15,0,98,0.0,2.4126628086524753,0.3
Somebody - Jung Kook,Somebody,Jung Kook,2025-03-07,42,41,1,80,80,0,0.0,41,2025-03-07,0,4,0.0,3.5,0.3
I Don’t Think That I Like Her - Charlie Puth,I Don’t Think That I Like Her,Charlie Puth,2024-06-25,49,48,1,73,73,0,0.0,48,2024-06-25,0,7,0.0,1.0,0.3
How Sweet - NewJeans,How Sweet,NewJeans,2025-07-12,9,8,1,84,84,0,0.0,8,2025-07-12,0,139,0.0,2.7539053878416038,0.3
Holssi - IU,Holssi,IU,2025-03-26,49,48,1,70,70,0,0.0,48,2025-03-26,0,1,0.0,0.0,0.3
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2025-03-15,39,38,1,58,57,-1,-1.7241379310344827,38,2025-03-15,0,128,0.0,2.4482241835445873,0.3
アイドル - YOASOBI,アイドル,YOASOBI,2024-10-06,45,44,1,86,30,-56,-65.11627906976744,44,2024-10-06,0,1,0.0,0.0,0.3
SHEESH - BABYMONSTER,SHEESH,BABYMONSTER,2025-07-04,47,50,-3,84,85,1,1.1904761904761905,50,2025-07-04,0,2,0.0,0.0,0.2976190476190476
My Love Mine All Mine - Mitski,My Love Mine All Mine,Mitski,2025-02-14,39,42,-3,99,99,0,0.0,41,2025-02-19,1,45,0.2,3.392966581359478,0.29000000000000004
London Boy - Lim Young Woong,London Boy,Lim Young Woong,2025-11-08,49,50,-1,57,57,0,0.0,49,2025-11-13,1,12,0.2,0.6324555320336759,0.29000000000000004
Queencard - (G)I-DLE,Queencard,(G)I-DLE,2024-09-24,43,50,-7,87,85,-2,-2.2988505747126435,49,2024-09-29,1,6,0.2,0.0,0.29000000000000004
Perfect Night - LE SSERAFIM,Perfect Night,LE SSERAFIM,2025-03-26,18,18,0,87,87,0,0.0,17,2025-03-31,1,210,0.2,4.017778537786549,0.29000000000000004
EASY - LE SSERAFIM,EASY,LE SSERAFIM,2025-03-02,3,3,0,87,88,1,1.1494252873563218,3,2025-03-02,0,183,0.0,3.280915675318521,0.28735632183908044
If We Ever Meet Again - Lim Young Woong,If We Ever Meet Again,Lim Young Woong,2025-08-14,31,32,-1,58,58,0,0.0,31,2025-08-20,1,59,0.16666666666666666,3.3620310157731157,0.2833333333333333
Like Crazy (English Version) - Jimin,Like Crazy (English Version),Jimin,2025-07-12,6,7,-1,74,74,0,0.0,6,2025-07-18,1,12,0.16666666666666666,8.071990138335677,0.2833333333333333
Closer Than This - Jimin,Closer Than This,Jimin,2025-07-12,5,5,0,85,85,0,0.0,4,2025-07-18,1,139,0.16666666666666666,1.466335974550354,0.2833333333333333
FRI(END)S - V,FRI(END)S,V,2025-03-26,9,10,-1,89,90,1,1.1235955056179776,10,2025-03-26,0,119,0.0,3.2093575137910393,0.2808988764044944
Never Let Go - Jung Kook,Never Let Go,Jung Kook,2025-07-12,20,20,0,90,90,0,0.0,19,2025-07-19,1,57,0.14285714285714285,3.149393225043582,0.2785714285714286
My Starry Love - Lim Young Woong,My Starry Love,Lim Young Woong,2025-01-03,48,50,-2,58,55,-3,-5.172413793103448,49,2025-01-11,1,9,0.125,0.0,0.275
Do or Die - Lim Young Woong,Do or Die,Lim Young Woong,2025-08-14,20,21,-1,63,63,0,0.0,20,2025-08-22,1,98,0.125,2.8021240324030128,0.275
Grain of Sand - Lim Young Woong,Grain of Sand,Lim Young Woong,2025-08-14,21,23,-2,61,61,0,0.0,22,2025-08-26,1,101,0.08333333333333333,2.991598753089181,0.26666666666666666
Seven (feat. Latto) (Explicit Ver.) - Jung Kook,Seven (feat. Latto) (Explicit Ver.),Jung Kook,2025-07-12,3,3,0,85,85,0,0.0,2,2025-07-25,1,139,0.07692307692307693,0.45184781140269087,0.2653846153846154
Be Mine - Jimin,Be Mine,Jimin,2025-08-14,3,3,0,82,82,0,0.0,2,2025-08-28,1,106,0.07142857142857142,0.5070031106364253,0.2642857142857143
Loving You - Lim Young Woong,Loving You,Lim Young Woong,2024-11-19,47,47,0,56,56,0,0.0,46,2024-12-04,1,19,0.06666666666666667,1.8929694486000912,0.2633333333333333
Love Me Again - V,Love Me Again,V,2025-03-26,12,12,0,88,88,0,0.0,11,2025-04-11,1,247,0.0625,2.9031063949024714,0.2625
LOVE DIVE - IVE,LOVE DIVE,IVE,2024-05-21,48,49,-1,83,83,0,0.0,48,2024-06-19,1,30,0.034482758620689655,0.9428090415820634,0.25689655172413794
Magnetic - ILLIT,Magnetic,ILLIT,2025-07-12,14,14,0,89,89,0,0.0,13,2025-08-14,1,139,0.030303030303030304,2.477755477073241,0.25606060606060604
London Boy - Lim Young Woong,London Boy,Lim Young Woong,2025-03-26,17,17,0,64,63,-1,-1.5625,16,2025-05-07,1,239,0.023809523809523808,2.11998908994754,0.25476190476190474
Polaroid - Lim Young Woong,Polaroid,Lim Young Woong,2025-03-26,20,20,0,61,61,0,0.0,19,2025-05-07,1,200,0.023809523809523808,2.784864286140507,0.25476190476190474
Like Crazy (English Version) - Jimin,Like Crazy (English Version),Jimin,2025-03-26,3,3,0,78,78,0,0.0,2,2025-05-09,1,120,0.022727272727272728,2.713519092641587,0.2545454545454545
3D (feat. Jack Harlow) - Jung Kook,3D (feat. Jack Harlow),Jung Kook,2025-08-14,5,5,0,79,79,0,0.0,4,2025-09-28,1,106,0.022222222222222223,1.5777937465258136,0.2544444444444444
Grain of Sand - Lim Young Woong,Grain of Sand,Lim Young Woong,2025-03-15,13,13,0,67,67,0,0.0,12,2025-05-07,1,253,0.018867924528301886,2.187405351504315,0.2537735849056604
Do or Die - Lim Young Woong,Do or Die,Lim Young Woong,2025-03-15,12,12,0,69,68,-1,-1.4492753623188406,11,2025-05-07,1,250,0.018867924528301886,1.983882077401838,0.2537735849056604
3D (feat. Jack Harlow) - Jung Kook,3D (feat. Jack Harlow),Jung Kook,2025-03-26,4,5,-1,82,82,0,0.0,4,2025-09-28,1,247,0.005376344086021506,1.6934513512859664,0.2510752688172043
ANTIFRAGILE - LE SSERAFIM,ANTIFRAGILE,LE SSERAFIM,2024-07-17,42,49,-7,79,79,0,0.0,49,2024-07-17,0,2,0.0,0.0,0.0
Super Shy - NewJeans,Super Shy,NewJeans,2025-09-19,49,49,0,81,81,0,0.0,49,2025-09-19,0,1,0.0,0.0,0.0
plot twist - TWS,plot twist,TWS,2025-03-02,10,10,0,78,78,0,0.0,10,2025-03-02,0,108,0.0,2.711790954653564,0.0
Swan Song - LE SSERAFIM,Swan Song,LE SSERAFIM,2025-03-15,42,44,-2,79,79,0,0.0,44,2025-03-15,0,2,0.0,0.0,0.0
Nice Guy - BOYNEXTDOOR,Nice Guy,BOYNEXTDOOR,2025-10-04,46,49,-3,70,70,0,0.0,49,2025-10-04,0,1,0.0,0.0,0.0
plot twist - TWS,plot twist,TWS,2025-03-15,11,11,0,78,78,0,0.0,11,2025-03-15,0,95,0.0,2.888133459328487,0.0
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2025-04-19,40,43,-3,56,56,0,0.0,43,2025-04-19,0,93,0.0,2.6912925436591904,0.0
예뻤어 - DAY6,예뻤어,DAY6,2025-10-07,43,44,-1,49,49,0,0.0,44,2025-10-07,0,1,0.0,0.0,0.0
Super Shy - NewJeans,Super Shy,NewJeans,2025-08-24,47,49,-2,81,81,0,0.0,49,2025-08-24,0,27,0.0,0.0,0.0
A Psalm of Life - Lim Young Woong,A Psalm of Life,Lim Young Woong,2025-02-26,45,46,-1,58,58,0,0.0,46,2025-02-26,0,2,0.0,0.0,0.0
녹아내려요 Melt Down - DAY6,녹아내려요 Melt Down,DAY6,2025-10-07,30,40,-10,55,55,0,0.0,40,2025-10-07,0,1,0.0,0.0,0.0
Smeraldo Garden Marching Band (feat. Loco) - Jimin,Smeraldo Garden Marching Band (feat. Loco),Jimin,2025-08-14,4,4,0,80,80,0,0.0,4,2025-08-14,0,106,0.0,0.8425207830322466,0.0
Fate - (G)I-DLE,Fate,(G)I-DLE,2025-05-27,40,44,-4,75,74,-1,-1.3333333333333335,44,2025-05-27,0,9,0.0,2.692582403567252,0.0
Thirsty - aespa,Thirsty,aespa,2024-07-04,49,50,-1,77,77,0,0.0,50,2024-07-04,0,1,0.0,0.0,0.0
The Planet - BTS,The Planet,BTS,2024-07-16,43,46,-3,87,86,-1,-1.1494252873563218,46,2024-07-16,0,1,0.0,0.0,0.0
That's What I Like - Bruno Mars,That's What I Like,Bruno Mars,2025-11-11,43,45,-2,87,87,0,0.0,45,2025-11-11,0,2,0.0,0.0,0.0
Holssi - IU,Holssi,IU,2025-03-15,28,30,-2,71,71,0,0.0,30,2025-03-15,0,12,0.0,1.9436506316151,0.0
Hate You - Jung Kook,Hate You,Jung Kook,2025-03-26,42,45,-3,79,79,0,0.0,45,2025-03-26,0,5,0.0,1.6583123951777,0.0
Stay Alive (Prod. SUGA of BTS) - Jung Kook,Stay Alive (Prod. SUGA of BTS),Jung Kook,2024-08-12,36,49,-13,83,80,-3,-3.614457831325301,49,2024-08-12,0,1,0.0,0.0,0.0
Sunflower - Spider-Man: Into the Spider-Verse - Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2024-09-24,47,47,0,88,85,-3,-3.4090909090909087,47,2024-09-24,0,1,0.0,0.0,0.0
Somebody - Jung Kook,Somebody,Jung Kook,2025-03-10,42,50,-8,80,79,-1,-1.25,50,2025-03-10,0,1,0.0,0.0,0.0
"How can I love the heartbreak, you're the one I love - AKMU","How can I love the heartbreak, you're the one I love",AKMU,2025-11-18,48,49,-1,62,62,0,0.0,49,2025-11-18,0,1,0.0,0.0,0.0
Super Lady - (G)I-DLE,Super Lady,(G)I-DLE,2025-02-15,45,48,-3,81,81,0,0.0,48,2025-02-15,0,2,0.0,0.0,0.0
Still With You - Jung Kook,Still With You,Jung Kook,2024-10-23,37,44,-7,84,84,0,0.0,44,2024-10-23,0,1,0.0,0.0,0.0
Sunflower - Spider-Man: Into the Spider-Verse - Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2024-07-10,45,46,-1,89,89,0,0.0,46,2024-07-10,0,77,0.0,1.3635890143294642,0.0
Sticky - KISS OF LIFE,Sticky,KISS OF LIFE,2025-10-21,40,49,-9,79,79,0,0.0,49,2025-10-21,0,1,0.0,0.0,0.0
Sticky - KISS OF LIFE,Sticky,KISS OF LIFE,2025-08-14,11,11,0,82,82,0,0.0,11,2025-08-14,0,69,0.0,3.62093366617455,0.0
plot twist - TWS,plot twist,TWS,2025-06-17,46,49,-3,68,68,0,0.0,49,2025-06-17,0,1,0.0,0.0,0.0
Get A Guitar - RIIZE,Get A Guitar,RIIZE,2025-04-24,50,50,0,67,67,0,0.0,50,2025-04-24,0,1,0.0,0.0,0.0
Get A Guitar - RIIZE,Get A Guitar,RIIZE,2025-04-12,48,49,-1,67,67,0,0.0,49,2025-04-12,0,13,0.0,0.4330127018922193,0.0
Get A Guitar - RIIZE,Get A Guitar,RIIZE,2025-03-15,37,40,-3,70,69,-1,-1.4285714285714286,40,2025-03-15,0,41,0.0,3.0335240943499837,0.0
GODS - League of Legends & NewJeans,GODS,League of Legends & NewJeans,2025-01-31,48,49,-1,85,85,0,0.0,49,2025-01-31,0,1,0.0,0.0,0.0
GODS - League of Legends & NewJeans,GODS,League of Legends & NewJeans,2025-01-25,45,48,-3,85,85,0,0.0,48,2025-01-25,0,7,0.0,0.0,0.0
HERO - Lim Young Woong,HERO,Lim Young Woong,2025-02-11,41,46,-5,58,58,0,0.0,46,2025-02-11,0,10,0.0,2.165063509461097,0.0
Elevator - Lim Young Woong,Elevator,Lim Young Woong,2024-12-08,50,50,0,56,56,0,0.0,50,2024-12-08,0,1,0.0,0.0,0.0
ETA - NewJeans,ETA,NewJeans,2025-11-05,43,47,-4,79,79,0,0.0,47,2025-11-05,0,1,0.0,0.0,0.0
ETA - NewJeans,ETA,NewJeans,2025-10-26,42,43,-1,79,79,0,0.0,43,2025-10-26,0,11,0.0,0.0,0.0
To. X - TAEYEON,To. X,TAEYEON,2025-03-15,20,20,0,75,75,0,0.0,20,2025-03-15,0,54,0.0,2.8622907492659326,0.0
Father - Lim Young Woong,Father,Lim Young Woong,2025-02-19,46,46,0,58,58,0,0.0,46,2025-02-19,0,9,0.0,1.8856180831641267,0.0
Slow Dancing - V,Slow Dancing,V,2025-03-26,25,26,-1,85,85,0,0.0,26,2025-03-26,0,44,0.0,1.9742087022399633,0.0
Smeraldo Garden Marching Band (feat. Loco) - Jimin & Loco,Smeraldo Garden Marching Band (feat. Loco),Jimin & Loco,2025-07-12,2,2,0,91,91,0,0.0,2,2025-07-12,0,9,0.0,0.0,0.0
Hype Boy - NewJeans,Hype Boy,NewJeans,2025-10-13,50,50,0,78,77,-1,-1.282051282051282,50,2025-10-13,0,1,0.0,0.0,0.0
Hype Boy - NewJeans,Hype Boy,NewJeans,2025-09-29,49,49,0,79,78,-1,-1.2658227848101267,49,2025-09-29,0,15,0.0,0.5,0.0
Shot Glass of Tears - Jung Kook,Shot Glass of Tears,Jung Kook,2024-12-15,41,45,-4,85,85,0,0.0,45,2024-12-15,0,15,0.0,1.699673171197595,0.0
Seven (feat. Latto) (Explicit Ver.) - Jung Kook,Seven (feat. Latto) (Explicit Ver.),Jung Kook,2025-08-14,2,2,0,86,86,0,0.0,2,2025-08-14,0,106,0.0,0.4013582382039138,0.0
Seven (feat. Latto) (Explicit Ver.) - Jung Kook,Seven (feat. Latto) (Explicit Ver.),Jung Kook,2025-03-26,2,2,0,87,87,0,0.0,2,2025-03-26,0,247,0.0,0.4570177506421851,0.0
Seven (feat. Latto) (Explicit Ver.) - Jung Kook,Seven (feat. Latto) (Explicit Ver.),Jung Kook,2025-03-15,2,2,0,88,88,0,0.0,2,2025-03-15,0,258,0.0,0.4479373854634178,0.0
Drowning - WOODZ,Drowning,WOODZ,2025-11-22,49,49,0,61,61,0,0.0,49,2025-11-22,0,1,0.0,0.0,0.0
Seven (feat. Latto) (Explicit Ver.) - Jung Kook,Seven (feat. Latto) (Explicit Ver.),Jung Kook,2025-03-02,2,2,0,90,89,-1,-1.1111111111111112,2,2025-03-02,0,271,0.0,0.43772380060351856,0.0
Vancouver - BIG Naughty,Vancouver,BIG Naughty,2024-06-12,39,50,-11,59,59,0,0.0,50,2024-06-12,0,103,0.0,0.0,0.0
Kitsch - IVE,Kitsch,IVE,2024-08-19,49,50,-1,77,76,-1,-1.2987012987012987,50,2024-08-19,0,1,0.0,0.0,0.0
Saturn - SZA,Saturn,SZA,2025-03-15,46,46,0,91,91,0,0.0,46,2025-03-15,0,2,0.0,0.0,0.0
SOS - KANGDANIEL,SOS,KANGDANIEL,2024-08-23,41,45,-4,72,72,0,0.0,45,2024-08-23,0,11,0.0,3.265986323710904,0.0
Seven (feat. Latto) (Band Ver.) - Jung Kook & Latto,Seven (feat. Latto) (Band Ver.),Jung Kook & Latto,2024-08-05,49,49,0,77,77,0,0.0,49,2024-08-05,0,1,0.0,0.0,0.0
Seven (feat. Latto) (Band Ver.) - Jung Kook & Latto,Seven (feat. Latto) (Band Ver.),Jung Kook & Latto,2024-08-02,46,49,-3,77,77,0,0.0,49,2024-08-02,0,4,0.0,0.0,0.0
EASY - LE SSERAFIM,EASY,LE SSERAFIM,2025-03-26,8,8,0,88,88,0,0.0,8,2025-03-26,0,159,0.0,3.5836229345818693,0.0
Slow Dancing (Piano Ver.) - V,Slow Dancing (Piano Ver.),V,2024-12-31,48,49,-1,86,79,-7,-8.13953488372093,49,2024-12-31,0,1,0.0,0.0,0.0
Shot Glass of Tears - Jung Kook,Shot Glass of Tears,Jung Kook,2024-12-19,49,50,-1,85,85,0,0.0,50,2024-12-19,0,11,0.0,0.0,0.0
Shot Glass of Tears - Jung Kook,Shot Glass of Tears,Jung Kook,2024-12-29,50,50,0,85,81,-4,-4.705882352941177,50,2024-12-29,0,1,0.0,0.0,0.0
Ditto - NewJeans,Ditto,NewJeans,2025-11-05,48,48,0,77,77,0,0.0,48,2025-11-05,0,1,0.0,0.0,0.0
Ditto - NewJeans,Ditto,NewJeans,2025-10-23,39,48,-9,77,77,0,0.0,48,2025-10-23,0,14,0.0,0.0,0.0
Don't Look Back in Anger - Remastered - Oasis,Don't Look Back in Anger - Remastered,Oasis,2025-09-02,31,45,-14,74,74,0,0.0,45,2025-09-02,0,3,0.0,0.0,0.0
Like Crazy - Jimin,Like Crazy,Jimin,2025-03-15,1,1,0,91,91,0,0.0,1,2025-03-15,0,258,0.0,4.502314617345064,0.0
Too Sad to Dance - Jung Kook,Too Sad to Dance,Jung Kook,2025-03-19,40,41,-1,78,78,0,0.0,41,2025-03-19,0,5,0.0,6.548960901462833,0.0
Touch - KATSEYE,Touch,KATSEYE,2025-11-15,39,50,-11,85,85,0,0.0,50,2025-11-15,0,1,0.0,0.0,0.0
FLOWER - JISOO,FLOWER,JISOO,2024-06-29,40,44,-4,85,85,0,0.0,44,2024-06-29,0,26,0.0,0.4714045207910317,0.0
FLOWER - JISOO,FLOWER,JISOO,2024-07-23,44,45,-1,85,84,-1,-1.1764705882352942,45,2024-07-23,0,2,0.0,0.0,0.0
Vancouver - BIG Naughty,Vancouver,BIG Naughty,2024-09-22,50,50,0,59,56,-3,-5.084745762711865,50,2024-09-22,0,1,0.0,0.0,0.0
Father - Lim Young Woong,Father,Lim Young Woong,2025-02-26,46,50,-4,58,58,0,0.0,50,2025-02-26,0,2,0.0,0.0,0.0
Fighting (Feat. Lee Young Ji) - BSS,Fighting (Feat. Lee Young Ji),BSS,2024-06-06,45,49,-4,78,78,0,0.0,49,2024-06-06,0,2,0.0,0.0,0.0
Fortnight (feat. Post Malone) - Taylor Swift,Fortnight (feat. Post Malone),Taylor Swift,2025-06-02,49,50,-1,95,95,0,0.0,50,2025-06-02,0,5,0.0,0.0,0.0
FRI(END)S - V,FRI(END)S,V,2025-07-22,45,49,-4,90,90,0,0.0,49,2025-07-22,0,1,0.0,0.0,0.0
Smart - LE SSERAFIM,Smart,LE SSERAFIM,2025-03-26,10,11,-1,0,47,47,0.0,11,2025-03-26,0,87,0.0,2.5411764705882347,0.0
If I have you only (My love X Nerd Connection) - Nerd Connection,If I have you only (My love X Nerd Connection),Nerd Connection,2025-10-22,47,50,-3,54,54,0,0.0,50,2025-10-22,0,1,0.0,0.0,0.0
If We Ever Meet Again - Lim Young Woong,If We Ever Meet Again,Lim Young Woong,2025-03-15,21,22,-1,61,60,-1,-1.639344262295082,22,2025-03-15,0,211,0.0,3.3039170529745463,0.0
London Boy - Lim Young Woong,London Boy,Lim Young Woong,2025-10-15,45,45,0,58,58,0,0.0,45,2025-10-15,0,36,0.0,2.202271554554524,0.0
London Boy - Lim Young Woong,London Boy,Lim Young Woong,2025-08-14,22,24,-2,61,61,0,0.0,24,2025-08-14,0,98,0.0,2.8593283788365818,0.0
London Boy - Lim Young Woong,London Boy,Lim Young Woong,2025-03-15,15,15,0,65,65,0,0.0,15,2025-03-15,0,250,0.0,2.0970019922193446,0.0
Closer to You (feat. Major Lazer) - Jung Kook,Closer to You (feat. Major Lazer),Jung Kook,2025-03-07,37,48,-11,81,80,-1,-1.2345679012345678,48,2025-03-07,0,94,0.0,1.632993161855452,0.0
Cupid - Twin Ver. - FIFTY FIFTY,Cupid - Twin Ver.,FIFTY FIFTY,2024-08-06,49,50,-1,97,96,-1,-1.0309278350515463,50,2024-08-06,0,1,0.0,0.0,0.0
Dare to Love (feat. BIG Naughty) - B.I,Dare to Love (feat. BIG Naughty),B.I,2024-07-04,48,48,0,64,64,0,0.0,48,2024-07-04,0,1,0.0,0.0,0.0
Cupid - Twin Ver. - FIFTY FIFTY,Cupid - Twin Ver.,FIFTY FIFTY,2024-07-26,45,49,-4,98,97,-1,-1.0204081632653061,49,2024-07-26,0,12,0.0,0.0,0.0
Cruel Summer - Taylor Swift,Cruel Summer,Taylor Swift,2025-09-18,43,49,-6,92,92,0,0.0,49,2025-09-18,0,1,0.0,0.0,0.0
Like Crazy - Jimin,Like Crazy,Jimin,2025-03-26,1,1,0,90,90,0,0.0,1,2025-03-26,0,247,0.0,4.594012052568957,0.0
Rockstar - LISA,Rockstar,LISA,2025-07-12,35,41,-6,90,90,0,0.0,41,2025-07-12,0,8,0.0,1.7261494247992246,0.0
Like Crazy - Jimin,Like Crazy,Jimin,2025-07-12,1,1,0,88,88,0,0.0,1,2025-07-12,0,139,0.0,6.13458751077329,0.0
Rainy Days - V,Rainy Days,V,2025-03-24,39,44,-5,79,79,0,0.0,44,2025-03-24,0,1,0.0,0.0,0.0
Like Crazy (UK Garage Remix) - Jimin,Like Crazy (UK Garage Remix),Jimin,2024-07-03,42,50,-8,71,71,0,0.0,50,2024-07-03,0,1,0.0,0.0,0.0
London Boy - Lim Young Woong,London Boy,Lim Young Woong,2025-11-19,50,50,0,57,57,0,0.0,50,2025-11-19,0,1,0.0,0.0,0.0
London Boy - Lim Young Woong,London Boy,Lim Young Woong,2025-11-16,49,50,-1,57,57,0,0.0,50,2025-11-16,0,4,0.0,0.0,0.0
Rainbow - Lim Young Woong,Rainbow,Lim Young Woong,2025-03-15,31,31,0,59,58,-1,-1.694915254237288,31,2025-03-15,0,151,0.0,2.95052794626992,0.0
Love Letter - Lim Young Woong,Love Letter,Lim Young Woong,2025-02-07,49,50,-1,57,57,0,0.0,50,2025-02-07,0,1,0.0,0.0,0.0
Love 119 - RIIZE,Love 119,RIIZE,2025-03-15,26,26,0,71,70,-1,-1.4084507042253522,26,2025-03-15,0,44,0.0,4.023679907746142,0.0
