song_id,song,artist,reentry_date,previous_rank,reentry_rank,rank_jump,previous_popularity,reentry_popularity,popularity_change,popularity_change_rate,peak_rank_after_reentry,peak_date,peak_improvement,retention_days,rank_recovery_speed,rank_volatility,momentum_score
K-POP - Travis Scott & Bad Bunny & The Weeknd,K-POP,Travis Scott & Bad Bunny & The Weeknd,2024-07-29,47,46,1,4,91,87,2175.0,46,2024-07-29,0,2,0.0,0.0,544.05
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM) - MAX,STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),MAX,2025-03-06,46,49,-3,42,72,30,71.42857142857143,28,2025-04-04,21,46,0.7241379310344828,5.2831817603112174,23.251970443349755
Lost and Found - KingLee & Lil' Flip,Lost and Found,KingLee & Lil' Flip,2025-01-16,27,8,19,48,64,16,33.33333333333333,8,2025-01-16,0,2,0.0,0.0,14.033333333333331
No Tomorrow - Spotify Singles - Various Artists,No Tomorrow - Spotify Singles,Various Artists,2025-04-10,50,46,4,30,45,15,50.0,46,2025-04-10,0,2,0.0,0.0,13.7
CHIHIRO - Billie Eilish,CHIHIRO,Billie Eilish,2025-05-23,47,46,1,61,90,29,47.540983606557376,46,2025-05-23,0,3,0.0,0.5,12.185245901639345
Last Christmas - Single Version - Wham!,Last Christmas - Single Version,Wham!,2024-12-23,47,42,5,89,89,0,0.0,13,2024-12-25,29,5,14.5,7.917543811056558,11.65
HAPPY - DAY6,HAPPY,DAY6,2025-08-29,39,42,-3,53,57,4,7.547169811320755,4,2025-10-06,38,91,1.0,2.0626304672539972,11.586792452830188
Get A Guitar - RIIZE,Get A Guitar,RIIZE,2024-12-06,45,49,-4,46,54,8,17.391304347826086,23,2025-02-10,26,140,0.3939393939393939,3.226239302625765,10.9266139657444
I will come to you - Jin,I will come to you,Jin,2025-11-23,37,47,-10,43,53,10,23.25581395348837,30,2025-11-27,17,5,4.25,4.437059837324712,10.913953488372092
Fry’s Dream - AKMU,Fry’s Dream,AKMU,2024-09-05,46,41,5,52,59,7,13.461538461538462,18,2024-09-29,23,52,0.9583333333333334,2.743057572851873,10.807051282051281
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2024-05-24,38,48,-10,78,77,-1,-1.282051282051282,7,2024-06-25,41,402,1.28125,5.49446409710184,10.50625
All I Want for Christmas Is You - Mariah Carey,All I Want for Christmas Is You,Mariah Carey,2024-12-17,44,24,20,98,99,1,1.0204081632653061,9,2024-12-25,15,11,1.875,6.887670143089026,10.380102040816325
OMG - NewJeans,OMG,NewJeans,2025-04-28,48,41,7,82,82,0,0.0,15,2025-05-01,26,170,8.666666666666666,4.021591939849843,10.333333333333332
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version - Fast & Furious: The Fast Saga & Jimin & BTS","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,2024-10-27,49,50,-1,70,71,1,1.4285714285714286,12,2024-12-11,38,69,0.8444444444444444,4.618716745882802,10.026031746031746
Rainbow - Lim Young Woong,Rainbow,Lim Young Woong,2024-09-10,49,36,13,58,59,1,1.7241379310344827,14,2024-12-03,22,337,0.2619047619047619,2.92245030752878,9.883415435139574
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version - Fast & Furious: The Fast Saga & Jimin & BTS","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,2024-10-31,50,46,4,71,71,0,0.0,12,2024-12-11,34,65,0.8292682926829268,4.664938671544553,9.865853658536585
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] - Jung Kook & BTS,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-10-26,47,33,14,82,82,0,0.0,21,2024-10-27,12,26,12.0,9.465727652959385,9.600000000000001
Jealousyvalhalla - YANGHONGWON,Jealousyvalhalla,YANGHONGWON,2025-05-26,44,16,28,46,48,2,4.3478260869565215,16,2025-05-26,0,1,0.0,0.0,9.486956521739131
Rainbow - Lim Young Woong,Rainbow,Lim Young Woong,2024-07-10,50,43,7,60,60,0,0.0,14,2024-12-03,29,399,0.19863013698630136,3.1216844957934997,9.38972602739726
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2024-09-10,49,37,12,58,59,1,1.7241379310344827,16,2024-11-30,21,339,0.25925925925925924,2.904730819549051,9.332886334610473
Spring Snow - 10CM,Spring Snow,10CM,2025-05-19,50,44,6,60,69,9,15.0,30,2025-05-31,14,26,1.1666666666666667,6.479776230704267,9.283333333333333
OMG - NewJeans,OMG,NewJeans,2025-02-10,50,43,7,87,87,0,0.0,15,2025-05-01,28,247,0.35,3.980200303983933,9.17
Rainbow - Lim Young Woong,Rainbow,Lim Young Woong,2024-09-01,50,50,0,58,58,0,0.0,14,2024-12-03,36,346,0.3870967741935484,3.128384327047377,9.07741935483871
Who (Rock Remix) - Jimin,Who (Rock Remix),Jimin,2025-09-21,49,49,0,64,65,1,1.5625,16,2025-10-07,33,68,2.0625,6.908625715333247,9.053125
Rainbow - Lim Young Woong,Rainbow,Lim Young Woong,2024-07-08,37,50,-13,60,60,0,0.0,14,2024-12-03,36,401,0.24324324324324326,3.139404463420866,9.04864864864865
Snowman - Sia,Snowman,Sia,2024-12-21,44,34,10,94,94,0,0.0,14,2024-12-25,20,7,5.0,7.895146188218008,9.0
Touch - KATSEYE,Touch,KATSEYE,2025-09-05,50,47,3,82,82,0,0.0,16,2025-09-24,31,72,1.631578947368421,4.453794890577656,8.976315789473684
OMG - NewJeans,OMG,NewJeans,2025-01-28,50,49,1,87,87,0,0.0,15,2025-05-01,34,260,0.3655913978494624,3.962892876036922,8.873118279569892
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2024-09-03,50,44,6,58,58,0,0.0,16,2024-11-30,28,346,0.3181818181818182,3.0306255720601136,8.863636363636365
Who (Instrumental) - Jimin,Who (Instrumental),Jimin,2025-09-26,41,50,-9,63,63,0,0.0,17,2025-10-07,33,63,3.0,6.528909124439259,8.85
OMG - NewJeans,OMG,NewJeans,2025-02-04,50,50,0,87,87,0,0.0,15,2025-05-01,35,253,0.4069767441860465,4.022883760438524,8.831395348837209
OMG - NewJeans,OMG,NewJeans,2025-02-01,49,50,-1,87,87,0,0.0,15,2025-05-01,35,256,0.39325842696629215,4.002098503632454,8.82865168539326
Seven (feat. Latto) (Alesso Remix) - Jung Kook & Latto,Seven (feat. Latto) (Alesso Remix),Jung Kook & Latto,2024-09-05,17,46,-29,68,71,3,4.411764705882353,24,2024-09-07,22,4,11.0,11.0,8.80294117647059
Who (Acoustic Remix) - Jimin,Who (Acoustic Remix),Jimin,2025-09-21,45,50,-5,63,64,1,1.5873015873015872,18,2025-10-07,32,68,2.0,6.641985872565594,8.796825396825398
Who (Instrumental) - Jimin,Who (Instrumental),Jimin,2025-09-22,45,30,15,61,63,2,3.278688524590164,17,2025-10-07,13,67,0.8666666666666667,6.56359911430713,8.743005464480875
Love You With All My Heart - Crush,Love You With All My Heart,Crush,2025-04-23,48,48,0,70,73,3,4.285714285714286,19,2025-05-08,29,33,1.9333333333333333,4.926708935739963,8.708095238095238
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2024-07-31,50,47,3,60,59,-1,-1.6666666666666667,16,2024-11-30,31,380,0.2540983606557377,3.042617902413345,8.700819672131148
You Were Beautiful - DAY6,You Were Beautiful,DAY6,2025-10-14,49,38,11,65,64,-1,-1.5384615384615385,26,2025-10-15,12,44,12.0,6.249578549786214,8.7
Who (Beautiful Mind Remix) - Jimin,Who (Beautiful Mind Remix),Jimin,2025-09-22,49,32,17,62,63,1,1.6129032258064515,20,2025-10-07,12,67,0.8,5.697730445660357,8.663225806451614
Rainbow - Lim Young Woong,Rainbow,Lim Young Woong,2024-07-31,48,46,2,60,59,-1,-1.6666666666666667,14,2024-12-03,32,378,0.256,3.0691422253511007,8.6512
Who (Instrumental) - Jimin,Who (Instrumental),Jimin,2025-09-30,42,48,-6,63,63,0,0.0,17,2025-10-07,31,59,4.428571428571429,6.6036372319622485,8.635714285714286
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2025-02-08,39,49,-10,77,77,0,0.0,15,2025-04-21,34,142,0.4722222222222222,5.446647815098558,8.594444444444445
OMG - NewJeans,OMG,NewJeans,2024-12-02,48,42,6,87,86,-1,-1.1494252873563218,15,2025-05-01,27,317,0.18,3.5149808004739986,8.586
Who (Rock Remix) - Jimin,Who (Rock Remix),Jimin,2025-09-13,47,49,-2,64,64,0,0.0,16,2025-10-07,33,76,1.375,6.856937988219867,8.525
OMG - NewJeans,OMG,NewJeans,2025-04-01,45,48,-3,87,82,-5,-5.747126436781609,15,2025-05-01,33,197,1.1,4.068121218983658,8.47
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2024-08-24,49,47,2,58,58,0,0.0,16,2024-11-30,31,356,0.3163265306122449,3.0556240564393904,8.41326530612245
OMG - NewJeans,OMG,NewJeans,2025-02-14,41,47,-6,86,87,1,1.1627906976744187,15,2025-05-01,32,243,0.42105263157894735,3.982164276513687,8.374908200734394
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2024-10-07,45,49,-4,58,58,0,0.0,16,2024-11-30,33,312,0.6111111111111112,2.8496165940127907,8.372222222222222
People Pt.2 (feat. IU) - Agust D,People Pt.2 (feat. IU),Agust D,2024-07-02,45,35,10,80,78,-2,-2.5,14,2024-08-11,21,126,0.525,3.37516577370653,8.355
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2025-02-04,47,48,-1,77,77,0,0.0,15,2025-04-21,33,146,0.4342105263157895,5.516094018204946,8.336842105263157
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2024-08-20,47,49,-2,58,58,0,0.0,16,2024-11-30,33,360,0.3235294117647059,3.052486936549272,8.314705882352941
Lucky Girl Syndrome - ILLIT,Lucky Girl Syndrome,ILLIT,2025-04-23,45,44,1,73,76,3,4.10958904109589,21,2025-04-27,23,52,5.75,3.717327739095488,8.227397260273973
"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version - Fast & Furious: The Fast Saga & Jimin & BTS","Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long) - Trailer Version",Fast & Furious: The Fast Saga & Jimin & BTS,2024-09-14,43,35,8,81,70,-11,-13.580246913580247,12,2024-12-11,23,112,0.26136363636363635,4.824157061029519,8.202272727272728
With you - Jimin & HA SUNG WOON,With you,Jimin & HA SUNG WOON,2024-06-08,50,44,6,77,76,-1,-1.2987012987012987,20,2024-06-21,24,230,1.8461538461538463,8.268010643437755,8.169230769230769
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2024-07-30,45,44,1,78,78,0,0.0,14,2024-08-16,30,335,1.7647058823529411,5.555179715000079,8.152941176470588
Beautiful Things - Benson Boone,Beautiful Things,Benson Boone,2025-02-05,50,46,4,92,93,1,1.0869565217391304,20,2025-03-06,26,85,0.896551724137931,2.801680424175362,8.151049475262369
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-09-23,50,49,1,57,57,0,0.0,18,2024-11-30,31,301,0.45588235294117646,2.724903197396075,8.141176470588237
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-09-30,48,50,-2,57,57,0,0.0,18,2024-11-30,32,294,0.5245901639344263,2.699450070526652,8.104918032786886
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-08-06,50,49,1,57,57,0,0.0,18,2024-11-30,31,349,0.2672413793103448,2.702258771682646,8.10344827586207
OMG - NewJeans,OMG,NewJeans,2024-12-28,46,40,6,85,83,-2,-2.3529411764705883,15,2025-05-01,25,291,0.20161290322580644,3.612935383481308,8.090322580645163
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-09-19,48,50,-2,58,57,-1,-1.7241379310344827,18,2024-11-30,32,305,0.4444444444444444,2.706237022298985,8.088888888888889
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2025-02-02,36,47,-11,77,77,0,0.0,15,2025-04-21,32,148,0.41025641025641024,5.494255630579768,8.082051282051282
Who (Beautiful Mind Remix) - Jimin,Who (Beautiful Mind Remix),Jimin,2025-09-30,46,49,-3,64,64,0,0.0,20,2025-10-07,29,59,4.142857142857143,5.815015047272019,8.07857142857143
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-09-03,49,50,-1,57,57,0,0.0,18,2024-11-30,32,321,0.36363636363636365,2.69149673709773,8.072727272727272
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-08-04,46,50,-4,58,57,-1,-1.7241379310344827,18,2024-11-30,32,351,0.2711864406779661,2.6970832335168122,8.054237288135592
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-07-23,50,50,0,59,58,-1,-1.694915254237288,18,2024-11-30,32,363,0.24615384615384617,2.7053097819621903,8.04923076923077
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-07-17,50,50,0,59,59,0,0.0,18,2024-11-30,32,369,0.23529411764705882,2.69357314626823,8.047058823529412
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-07-13,47,50,-3,59,59,0,0.0,18,2024-11-30,32,373,0.22857142857142856,2.6877618225475914,8.045714285714286
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2024-09-29,45,35,10,76,76,0,0.0,15,2025-04-21,20,274,0.09803921568627451,5.582631260218308,8.019607843137255
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2024-10-17,46,42,4,78,78,0,0.0,15,2025-04-21,27,256,0.14516129032258066,5.566174708447064,7.9790322580645165
Beautiful Things - Benson Boone,Beautiful Things,Benson Boone,2025-02-03,48,50,-2,91,92,1,1.098901098901099,20,2025-03-06,30,87,0.967741935483871,2.8197906858834614,7.968273661822049
If We Ever Meet Again - Lim Young Woong,If We Ever Meet Again,Lim Young Woong,2024-07-30,43,40,3,61,61,0,0.0,12,2024-11-17,28,439,0.2545454545454545,2.7066721414531973,7.950909090909091
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2024-10-13,46,39,7,58,58,0,0.0,16,2024-11-30,23,306,0.4791666666666667,2.818375773860439,7.945833333333333
Who (Shibuyakei Remix) - Jimin,Who (Shibuyakei Remix),Jimin,2025-09-22,45,31,14,62,64,2,3.225806451612903,20,2025-10-10,11,67,0.6111111111111112,5.977598706591224,7.878673835125449
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2024-09-29,41,47,-6,58,58,0,0.0,16,2024-11-30,31,320,0.5,2.8248349292890604,7.85
People Pt.2 (feat. IU) - Agust D,People Pt.2 (feat. IU),Agust D,2024-06-07,43,45,-2,80,80,0,0.0,14,2024-08-11,31,151,0.47692307692307695,3.477241270477448,7.845384615384615
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2024-10-12,45,39,6,77,77,0,0.0,15,2025-04-21,24,261,0.1256544502617801,5.555185900336044,7.825130890052356
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-08-28,44,49,-5,57,57,0,0.0,18,2024-11-30,31,327,0.32978723404255317,2.6861822887278883,7.81595744680851
Like Crazy - Jimin,Like Crazy,Jimin,2025-09-05,38,33,5,81,80,-1,-1.2345679012345678,8,2025-11-23,25,84,0.31645569620253167,7.47984178283474,7.813291139240507
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2024-10-14,39,46,-7,77,77,0,0.0,15,2025-04-21,31,259,0.164021164021164,5.54800810808479,7.782804232804232
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-10-13,48,45,3,57,57,0,0.0,18,2024-11-30,27,281,0.5625,2.710808230459583,7.7625
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-07-11,47,47,0,58,59,1,1.7241379310344827,18,2024-11-30,29,375,0.20422535211267606,2.68918969890832,7.721879553181156
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2025-02-14,42,24,18,77,76,-1,-1.2987012987012987,15,2025-04-21,9,136,0.13636363636363635,5.068961185261887,7.677272727272727
Spring Snow - 10CM,Spring Snow,10CM,2025-05-29,38,50,-12,74,76,2,2.7027027027027026,30,2025-05-31,20,16,10.0,6.005182946607224,7.675675675675675
3D (feat. Jack Harlow) (Instrumental) - Jung Kook & Jack Harlow,3D (feat. Jack Harlow) (Instrumental),Jung Kook & Jack Harlow,2024-10-09,28,50,-22,55,60,5,9.090909090909092,38,2024-10-10,12,5,12.0,7.562241731127087,7.672727272727274
Perfect Night - LE SSERAFIM,Perfect Night,LE SSERAFIM,2025-09-01,48,45,3,81,81,0,0.0,30,2025-09-02,15,51,15.0,5.370139662988292,7.65
Please Don't Change (feat. DJ Snake) - Jung Kook,Please Don't Change (feat. DJ Snake),Jung Kook,2025-02-13,48,45,3,84,83,-1,-1.1904761904761905,30,2025-02-14,15,31,15.0,6.107827400602898,7.65
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-06-22,48,46,2,58,58,0,0.0,18,2024-11-30,28,394,0.17391304347826086,2.7378584443187775,7.634782608695652
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-10-09,47,48,-1,57,57,0,0.0,18,2024-11-30,30,285,0.5769230769230769,2.712405363721075,7.615384615384615
Who (Beautiful Mind Remix) - Jimin,Who (Beautiful Mind Remix),Jimin,2025-08-05,35,50,-15,61,61,0,0.0,20,2025-10-07,30,115,0.47619047619047616,5.7169439764173235,7.595238095238095
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2025-02-24,44,39,5,76,76,0,0.0,15,2025-04-21,24,126,0.42857142857142855,5.002749333116386,7.585714285714285
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack] - Jung Kook & BTS,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook & BTS,2024-10-16,48,38,10,82,82,0,0.0,21,2024-10-27,17,36,1.5454545454545454,11.147397131614062,7.559090909090909
Get A Guitar - RIIZE,Get A Guitar,RIIZE,2024-12-28,50,38,12,66,64,-2,-3.0303030303030303,23,2025-02-10,15,118,0.3409090909090909,3.081429916293663,7.418181818181818
Christmas Love - Jimin,Christmas Love,Jimin,2024-11-05,48,28,20,68,69,1,1.4705882352941175,24,2024-12-25,4,54,0.08,8.283380952244078,7.383647058823529
Get A Guitar - RIIZE,Get A Guitar,RIIZE,2024-12-23,50,47,3,65,66,1,1.5384615384615385,23,2025-02-10,24,123,0.4897959183673469,3.293797200800317,7.382574568288854
NIGHT DANCER - BIG Naughty Remix - imase & BIG Naughty,NIGHT DANCER - BIG Naughty Remix,imase & BIG Naughty,2024-06-03,41,50,-9,53,59,6,11.320754716981133,37,2024-06-05,13,7,6.5,4.536885862938733,7.3801886792452835
Who (Beautiful Mind Remix) - Jimin,Who (Beautiful Mind Remix),Jimin,2025-08-23,49,49,0,62,62,0,0.0,20,2025-10-07,29,97,0.6444444444444445,6.086954937254198,7.378888888888889
Who (Instrumental) - Jimin,Who (Instrumental),Jimin,2025-08-23,45,46,-1,61,61,0,0.0,17,2025-10-07,29,97,0.6444444444444445,6.7264252828949465,7.378888888888889
Who (Beautiful Mind Remix) - Jimin,Who (Beautiful Mind Remix),Jimin,2025-08-20,49,49,0,62,62,0,0.0,20,2025-10-07,29,100,0.6041666666666666,5.981143576106694,7.370833333333334
Who (Beautiful Mind Remix) - Jimin,Who (Beautiful Mind Remix),Jimin,2025-08-17,43,49,-6,62,62,0,0.0,20,2025-10-07,29,103,0.5686274509803921,5.930266027469949,7.363725490196078
Who (Instrumental) - Jimin,Who (Instrumental),Jimin,2025-08-14,39,46,-7,61,61,0,0.0,17,2025-10-07,29,106,0.5370370370370371,6.378359458963966,7.357407407407408
Left and Right (Feat. Jung Kook of BTS) - Charlie Puth,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,2024-10-26,32,30,2,84,83,-1,-1.1904761904761905,15,2024-10-27,15,325,15.0,5.526545007915696,7.35
ETA - NewJeans,ETA,NewJeans,2025-04-27,50,41,9,81,81,0,0.0,25,2025-05-02,16,193,3.2,3.1315781974781367,7.34
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2025-01-30,34,44,-10,77,77,0,0.0,15,2025-04-21,29,151,0.35802469135802467,5.58509518642388,7.321604938271605
Cruel Summer - Taylor Swift,Cruel Summer,Taylor Swift,2024-10-24,46,50,-4,99,100,1,1.0101010101010102,22,2025-02-21,28,330,0.23333333333333334,3.52858862345051,7.2991919191919195
"Our Blues, Our Life - Lim Young Woong","Our Blues, Our Life",Lim Young Woong,2024-07-10,40,45,-5,60,60,0,0.0,16,2024-11-30,29,401,0.20279720279720279,3.047129729612136,7.2905594405594405
Who (Acoustic Remix) - Jimin,Who (Acoustic Remix),Jimin,2025-08-28,43,45,-2,62,63,1,1.6129032258064515,18,2025-10-07,27,92,0.675,6.622373519943527,7.288225806451613
Cruel Summer - Taylor Swift,Cruel Summer,Taylor Swift,2024-10-20,50,45,5,99,99,0,0.0,22,2025-02-21,23,334,0.18548387096774194,3.5212688092582693,7.287096774193548
"yes, and? - Ariana Grande","yes, and?",Ariana Grande,2025-03-10,49,30,19,97,73,-24,-24.742268041237114,25,2025-03-13,5,10,1.6666666666666667,4.211220131980754,7.283333333333333
Fate - (G)I-DLE,Fate,(G)I-DLE,2025-03-02,36,29,7,68,68,0,0.0,9,2025-03-26,20,95,0.8333333333333334,3.073202980978244,7.266666666666667
Memories - RIIZE,Memories,RIIZE,2024-09-05,47,24,23,70,71,1,1.4285714285714286,24,2024-09-05,0,45,0.0,4.69475906263008,7.257142857142856
Who (Acoustic Remix) - Jimin,Who (Acoustic Remix),Jimin,2025-09-30,39,44,-5,65,65,0,0.0,18,2025-10-07,26,59,3.7142857142857144,6.149567018517275,7.242857142857143
Who (Instrumental) - Jimin,Who (Instrumental),Jimin,2025-11-20,50,44,6,65,65,0,0.0,26,2025-11-24,18,8,4.5,7.979565739296538,7.2
Cruel Summer - Taylor Swift,Cruel Summer,Taylor Swift,2024-12-28,50,48,2,100,95,-5,-5.0,22,2025-02-21,26,265,0.4727272727272727,3.5481488294298473,7.194545454545454
Who (Shibuyakei Remix) - Jimin,Who (Shibuyakei Remix),Jimin,2025-09-27,44,47,-3,64,64,0,0.0,20,2025-10-10,27,62,2.076923076923077,5.960515275287765,7.165384615384616
A bientot - Lim Young Woong,A bientot,Lim Young Woong,2024-09-10,46,44,2,57,57,0,0.0,18,2024-11-30,26,314,0.32098765432098764,2.6866816927425363,7.164197530864197
Interlude : Dive - Jimin,Interlude : Dive,Jimin,2025-03-06,34,43,-9,76,75,-1,-1.3157894736842104,15,2025-04-21,28,116,0.6086956521739131,4.972916649211004,7.121739130434783
Fry’s Dream - AKMU,Fry’s Dream,AKMU,2024-09-12,43,39,4,60,61,1,1.6666666666666667,18,2024-09-29,21,45,1.2352941176470589,2.704067948679245,7.113725490196079
Who (Shibuyakei Remix) - Jimin,Who (Shibuyakei Remix),Jimin,2025-08-14,38,48,-10,62,62,0,0.0,20,2025-10-10,28,106,0.49122807017543857,5.94972989843356,7.098245614035088
Who (Shibuyakei Remix) - Jimin,Who (Shibuyakei Remix),Jimin,2025-09-30,43,46,-3,64,64,0,0.0,20,2025-10-10,26,59,2.6,6.032036101815678,7.02
Who (Funky Remix) - Jimin,Who (Funky Remix),Jimin,2025-09-27,46,49,-3,64,64,0,0.0,23,2025-10-07,26,62,2.6,6.241058692999727,7.02
I Love You - Lim Young Woong,I Love You,Lim Young Woong,2024-10-22,49,45,4,56,57,1,1.7857142857142856,24,2024-12-02,21,139,0.5121951219512195,3.0692950220656043,6.998867595818815
Sudden Shower - ECLIPSE,Sudden Shower,ECLIPSE,2025-05-15,48,50,-2,72,74,2,2.7777777777777777,26,2025-06-02,24,80,1.3333333333333333,3.134348689804127,6.961111111111111
Seven (feat. Latto) (Alesso Remix) - Jung Kook & Latto,Seven (feat. Latto) (Alesso Remix),Jung Kook & Latto,2024-09-07,46,24,22,71,72,1,1.4084507042253522,24,2024-09-07,0,2,0.0,0.0,6.952112676056338
Who (Rock Remix) - Jimin,Who (Rock Remix),Jimin,2025-08-14,29,43,-14,63,63,0,0.0,16,2025-10-07,27,106,0.5,6.737370839458061,6.85
BIRDS OF A FEATHER - Billie Eilish,BIRDS OF A FEATHER,Billie Eilish,2025-05-28,37,41,-4,92,93,1,1.0869565217391304,15,2025-08-15,26,181,0.3291139240506329,2.9517273085906433,6.837561915244909
Who (Funky Remix) - Jimin,Who (Funky Remix),Jimin,2025-08-17,49,44,5,62,62,0,0.0,23,2025-10-07,21,103,0.4117647058823529,6.295636929089746,6.83235294117647
Time of Our Life -Japanese ver.- - Japanese ver. - DAY6,Time of Our Life -Japanese ver.- - Japanese ver.,DAY6,2025-04-14,49,42,7,54,55,1,1.8518518518518516,25,2025-10-21,17,228,0.08947368421052632,4.890192071342766,6.830857699805069
I Love You - Lim Young Woong,I Love You,Lim Young Woong,2024-06-03,50,44,6,56,56,0,0.0,24,2024-12-02,20,280,0.10989010989010989,3.076289660619501,6.821978021978022
Time of Our Life -Japanese ver.- - Japanese ver. - DAY6,Time of Our Life -Japanese ver.- - Japanese ver.,DAY6,2025-09-05,47,50,-3,54,55,1,1.8518518518518516,25,2025-10-21,25,84,0.5434782608695652,5.1462678272624105,6.821658615136876
Welcome to the Show - DAY6,Welcome to the Show,DAY6,2025-09-07,48,44,4,67,59,-8,-11.940298507462686,22,2025-10-15,22,81,0.5789473684210527,4.7140301011878005,6.815789473684211
Sugarcoat (NATTY Solo) - KISS OF LIFE,Sugarcoat (NATTY Solo),KISS OF LIFE,2024-08-24,50,44,6,73,73,0,0.0,26,2024-08-31,18,21,2.5714285714285716,5.277204647243547,6.814285714285714
I Love You - Lim Young Woong,I Love You,Lim Young Woong,2024-10-17,48,49,-1,55,56,1,1.8181818181818181,24,2024-12-02,25,144,0.5434782608695652,3.065597524723973,6.813241106719367
A Psalm of Life - Lim Young Woong,A Psalm of Life,Lim Young Woong,2024-10-16,50,50,0,56,57,1,1.7857142857142856,25,2024-12-03,25,135,0.5208333333333334,2.9015578924978733,6.800595238095238
Who (Instrumental) - Jimin,Who (Instrumental),Jimin,2025-11-18,40,50,-10,65,65,0,0.0,26,2025-11-24,24,10,4.0,7.55707450009592,6.8
Christmas Love - Jimin,Christmas Love,Jimin,2024-11-10,50,46,4,69,69,0,0.0,24,2024-12-25,22,49,0.4888888888888889,7.485109184516431,6.797777777777778
Welcome to the Show - DAY6,Welcome to the Show,DAY6,2025-04-16,46,46,0,65,67,2,3.076923076923077,22,2025-10-15,24,225,0.13186813186813187,4.653617630336142,6.795604395604395
New Jeans - NewJeans,New Jeans,NewJeans,2025-01-06,50,41,9,81,82,1,1.2345679012345678,26,2025-06-03,15,289,0.10135135135135136,3.4740840136670537,6.778912245578912
Who (Beautiful Mind Remix) - Jimin,Who (Beautiful Mind Remix),Jimin,2025-09-27,45,45,0,64,64,0,0.0,20,2025-10-07,25,62,2.5,5.7205639644187105,6.75
Christmas Love - Jimin,Christmas Love,Jimin,2024-12-02,48,50,-2,69,69,0,0.0,24,2024-12-25,26,27,1.1304347826086956,7.16300172762788,6.726086956521739
I Love You - Lim Young Woong,I Love You,Lim Young Woong,2024-06-13,50,46,4,56,56,0,0.0,24,2024-12-02,22,270,0.12790697674418605,3.0451153135353137,6.725581395348837
I Love You - Lim Young Woong,I Love You,Lim Young Woong,2024-09-25,50,48,2,56,55,-1,-1.7857142857142856,24,2024-12-02,24,166,0.35294117647058826,3.043238698352124,6.670588235294117
