song_id,song,artist,comeback_number,reentry_date,reentry_rank,reentry_popularity,peak_rank,peak_date,retention_days,average_rank,average_popularity,rank_decay,days_to_peak,rank_recovery_speed,rank_stability,first_entry_rank,first_entry_popularity,first_entry_peak_rank,first_entry_retention_days,first_entry_average_rank,first_entry_average_popularity,rank_improvement_vs_first_entry,peak_improvement_vs_first_entry,retention_change_vs_first_entry
ETA - NewJeans,ETA,NewJeans,4,2025-02-23,49,84,47,2025-02-26,6,47.833333333333336,84.0,0,3,0.6666666666666666,0.983192080250175,3,76,3,115,13.42608695652174,87.49565217391304,-46,-44,-109
ETA - NewJeans,ETA,NewJeans,5,2025-03-02,44,84,40,2025-03-08,12,43.916666666666664,82.83333333333333,5,6,0.6666666666666666,2.4664414311581235,3,76,3,115,13.42608695652174,87.49565217391304,-41,-37,-103
ETA - NewJeans,ETA,NewJeans,6,2025-03-15,43,82,39,2025-03-24,10,43.0,81.3,0,9,0.4444444444444444,2.6246692913372702,3,76,3,115,13.42608695652174,87.49565217391304,-40,-36,-105
ETA - NewJeans,ETA,NewJeans,7,2025-03-26,39,81,38,2025-03-30,11,44.0,80.27272727272727,12,4,0.25,3.9496835316262997,3,76,3,115,13.42608695652174,87.49565217391304,-36,-35,-104
ETA - NewJeans,ETA,NewJeans,8,2025-04-07,50,80,47,2025-04-13,10,48.8,80.5,2,6,0.5,0.7888106377466155,3,76,3,115,13.42608695652174,87.49565217391304,-47,-44,-105
ETA - NewJeans,ETA,NewJeans,9,2025-04-18,50,81,50,2025-04-18,1,50.0,81.0,0,0,0.0,0.0,3,76,3,115,13.42608695652174,87.49565217391304,-47,-47,-114
ETA - NewJeans,ETA,NewJeans,10,2025-04-27,41,81,25,2025-05-02,29,35.724137931034484,80.03448275862068,19,5,3.2,6.402547214776196,3,76,3,115,13.42608695652174,87.49565217391304,-38,-22,-86
ETA - NewJeans,ETA,NewJeans,11,2025-05-27,48,79,31,2025-06-03,40,39.575,76.275,16,7,2.4285714285714284,4.754956927735033,3,76,3,115,13.42608695652174,87.49565217391304,-45,-28,-75
ETA - NewJeans,ETA,NewJeans,12,2025-07-08,48,78,48,2025-07-08,1,48.0,78.0,0,0,0.0,0.0,3,76,3,115,13.42608695652174,87.49565217391304,-45,-45,-114
ETA - NewJeans,ETA,NewJeans,13,2025-07-14,48,78,48,2025-07-14,3,48.666666666666664,78.0,1,0,0.0,0.5773502691896258,3,76,3,115,13.42608695652174,87.49565217391304,-45,-45,-112
ETA - NewJeans,ETA,NewJeans,14,2025-07-24,50,78,50,2025-07-24,1,50.0,78.0,0,0,0.0,0.0,3,76,3,115,13.42608695652174,87.49565217391304,-47,-47,-114
ETA - NewJeans,ETA,NewJeans,15,2025-10-09,49,78,43,2025-10-14,7,47.285714285714285,78.0,7,5,1.2,2.4299715851758235,3,76,3,115,13.42608695652174,87.49565217391304,-46,-40,-108
ETA - NewJeans,ETA,NewJeans,16,2025-10-18,50,79,50,2025-10-18,1,50.0,79.0,0,0,0.0,0.0,3,76,3,115,13.42608695652174,87.49565217391304,-47,-47,-114
ETA - NewJeans,ETA,NewJeans,17,2025-10-20,45,79,42,2025-10-21,2,43.5,79.0,0,1,3.0,2.1213203435596424,3,76,3,115,13.42608695652174,87.49565217391304,-42,-39,-113
ETA - NewJeans,ETA,NewJeans,18,2025-10-26,43,79,43,2025-10-26,1,43.0,79.0,0,0,0.0,0.0,3,76,3,115,13.42608695652174,87.49565217391304,-40,-40,-114
ETA - NewJeans,ETA,NewJeans,19,2025-11-05,47,79,47,2025-11-05,1,47.0,79.0,0,0,0.0,0.0,3,76,3,115,13.42608695652174,87.49565217391304,-44,-44,-114
Elevator - Lim Young Woong,Elevator,Lim Young Woong,1,2024-11-18,49,55,48,2024-11-19,3,48.666666666666664,55.0,1,1,1.0,0.5773502691896258,50,55,50,1,50.0,55.0,1,2,2
Elevator - Lim Young Woong,Elevator,Lim Young Woong,2,2024-11-22,50,56,50,2024-11-22,1,50.0,56.0,0,0,0.0,0.0,50,55,50,1,50.0,55.0,0,0,0
Elevator - Lim Young Woong,Elevator,Lim Young Woong,3,2024-12-08,50,56,50,2024-12-08,1,50.0,56.0,0,0,0.0,0.0,50,55,50,1,50.0,55.0,0,0,0
Espresso - Sabrina Carpenter,Espresso,Sabrina Carpenter,1,2025-07-12,27,99,27,2025-07-12,32,36.25,98.875,6,0,0.0,4.970882961743802,44,84,11,85,19.48235294117647,96.76470588235294,17,-16,-53
Espresso - Sabrina Carpenter,Espresso,Sabrina Carpenter,2,2025-08-14,30,99,26,2025-08-17,59,35.76271186440678,94.67796610169492,24,3,1.3333333333333333,6.600258571347785,44,84,11,85,19.48235294117647,96.76470588235294,14,-15,-26
FIELD TRIP - ¥$ & Kanye West & Ty Dolla $ign,FIELD TRIP,¥$ & Kanye West & Ty Dolla $ign,1,2025-08-24,31,78,31,2025-08-24,2,37.0,78.0,12,0,0.0,8.48528137423857,24,0,19,7,26.571428571428573,66.28571428571429,-7,-12,-5
FLOWER - JISOO,FLOWER,JISOO,1,2024-06-23,48,85,37,2024-06-25,5,41.2,85.0,3,2,5.5,4.764451699828639,20,86,17,35,26.942857142857143,85.4,-28,-20,-30
FLOWER - JISOO,FLOWER,JISOO,2,2024-06-29,44,85,44,2024-06-29,2,44.0,85.0,0,0,0.0,0.0,20,86,17,35,26.942857142857143,85.4,-24,-27,-33
FLOWER - JISOO,FLOWER,JISOO,3,2024-07-23,45,84,45,2024-07-23,2,45.0,84.0,0,0,0.0,0.0,20,86,17,35,26.942857142857143,85.4,-25,-28,-33
FRI(END)S - V,FRI(END)S,V,1,2025-03-26,10,90,10,2025-03-26,92,27.684782608695652,90.27173913043478,38,0,0.0,10.77943641396762,9,79,9,8,9.0,85.625,-1,-1,84
FRI(END)S - V,FRI(END)S,V,2,2025-06-28,48,88,48,2025-06-28,1,48.0,88.0,0,0,0.0,0.0,9,79,9,8,9.0,85.625,-39,-39,-7
FRI(END)S - V,FRI(END)S,V,3,2025-06-30,49,88,43,2025-07-01,11,45.54545454545455,89.27272727272727,1,1,6.0,2.6215886925159086,9,79,9,8,9.0,85.625,-40,-34,3
FRI(END)S - V,FRI(END)S,V,4,2025-07-12,48,89,48,2025-07-12,3,48.666666666666664,89.66666666666667,2,0,0.0,1.1547005383792517,9,79,9,8,9.0,85.625,-39,-39,-5
FRI(END)S - V,FRI(END)S,V,5,2025-07-17,48,90,45,2025-07-20,4,46.25,90.0,0,3,1.0,1.2583057392117916,9,79,9,8,9.0,85.625,-39,-36,-4
FRI(END)S - V,FRI(END)S,V,6,2025-07-22,49,90,49,2025-07-22,1,49.0,90.0,0,0,0.0,0.0,9,79,9,8,9.0,85.625,-40,-40,-7
Face-off - Jimin,Face-off,Jimin,1,2025-03-02,24,78,22,2025-03-10,12,26.5,77.25,2,8,0.25,3.118857599710626,28,81,5,287,20.149825783972126,80.8397212543554,4,-17,-275
Face-off - Jimin,Face-off,Jimin,2,2025-03-15,25,76,19,2025-03-22,10,23.4,76.0,5,7,0.8571428571428571,2.547329756605707,28,81,5,287,20.149825783972126,80.8397212543554,3,-14,-277
Face-off - Jimin,Face-off,Jimin,3,2025-03-26,25,75,22,2025-04-17,65,32.6,74.67692307692307,23,22,0.13636363636363635,6.905161113254346,28,81,5,287,20.149825783972126,80.8397212543554,3,-17,-222
Face-off - Jimin,Face-off,Jimin,4,2025-05-31,49,73,49,2025-05-31,1,49.0,73.0,0,0,0.0,0.0,28,81,5,287,20.149825783972126,80.8397212543554,-21,-44,-286
Face-off - Jimin,Face-off,Jimin,5,2025-06-02,49,73,49,2025-06-02,1,49.0,73.0,0,0,0.0,0.0,28,81,5,287,20.149825783972126,80.8397212543554,-21,-44,-286
Face-off - Jimin,Face-off,Jimin,6,2025-06-05,43,72,40,2025-06-06,3,42.0,72.0,3,1,3.0,1.7320508075688772,28,81,5,287,20.149825783972126,80.8397212543554,-15,-35,-284
Face-off - Jimin,Face-off,Jimin,7,2025-06-09,41,68,30,2025-06-19,15,39.13333333333333,67.26666666666667,10,10,1.1,4.307247491424303,28,81,5,287,20.149825783972126,80.8397212543554,-13,-25,-272
Face-off - Jimin,Face-off,Jimin,8,2025-06-26,47,69,31,2025-06-28,4,39.0,69.5,5,2,8.0,6.97614984548545,28,81,5,287,20.149825783972126,80.8397212543554,-19,-26,-283
Face-off - Jimin,Face-off,Jimin,9,2025-07-01,49,71,49,2025-07-01,3,49.0,71.66666666666667,0,0,0.0,0.0,28,81,5,287,20.149825783972126,80.8397212543554,-21,-44,-284
Face-off - Jimin,Face-off,Jimin,10,2025-07-06,50,72,50,2025-07-06,1,50.0,72.0,0,0,0.0,0.0,28,81,5,287,20.149825783972126,80.8397212543554,-22,-45,-286
Face-off - Jimin,Face-off,Jimin,11,2025-07-19,37,72,37,2025-07-19,2,41.5,72.0,9,0,0.0,6.363961030678928,28,81,5,287,20.149825783972126,80.8397212543554,-9,-32,-285
Fact Check - NCT 127,Fact Check,NCT 127,1,2024-10-19,50,74,46,2024-10-20,2,48.0,74.5,0,1,4.0,2.8284271247461903,23,0,23,7,34.142857142857146,56.857142857142854,-27,-23,-5
Fate - (G)I-DLE,Fate,(G)I-DLE,1,2025-03-02,29,68,14,2025-03-11,12,19.5,67.33333333333333,0,9,1.6666666666666667,5.072205903477571,49,67,36,8,43.0,67.25,20,22,4
Fate - (G)I-DLE,Fate,(G)I-DLE,2,2025-03-15,14,68,10,2025-03-21,10,11.8,68.7,1,6,0.6666666666666666,1.7511900715418263,49,67,36,8,43.0,67.25,35,26,2
Fate - (G)I-DLE,Fate,(G)I-DLE,3,2025-03-26,9,71,9,2025-03-26,61,22.360655737704917,74.75409836065573,31,0,0.0,10.881226626450477,49,67,36,8,43.0,67.25,40,27,53
Fate - (G)I-DLE,Fate,(G)I-DLE,4,2025-05-27,44,74,44,2025-05-27,1,44.0,74.0,0,0,0.0,0.0,49,67,36,8,43.0,67.25,5,-8,-7
Fate - (G)I-DLE,Fate,(G)I-DLE,5,2025-06-01,49,74,46,2025-06-04,4,47.25,74.0,0,3,1.0,1.2583057392117916,49,67,36,8,43.0,67.25,0,-10,-4
Father - Lim Young Woong,Father,Lim Young Woong,1,2024-10-30,47,57,47,2024-10-30,1,47.0,57.0,0,0,0.0,0.0,47,57,47,1,47.0,57.0,0,0,0
Father - Lim Young Woong,Father,Lim Young Woong,2,2024-11-01,43,57,28,2024-12-02,81,38.074074074074076,58.925925925925924,14,31,0.4838709677419355,5.001944066504986,47,57,47,1,47.0,57.0,4,19,80
Father - Lim Young Woong,Father,Lim Young Woong,3,2025-01-22,42,59,39,2025-01-27,19,43.26315789473684,58.1578947368421,7,5,0.6,2.181796030367792,47,57,47,1,47.0,57.0,5,8,18
Father - Lim Young Woong,Father,Lim Young Woong,4,2025-02-19,46,58,46,2025-02-19,2,46.0,58.0,0,0,0.0,0.0,47,57,47,1,47.0,57.0,1,1,1
Father - Lim Young Woong,Father,Lim Young Woong,5,2025-02-26,50,58,50,2025-02-26,2,50.0,58.0,0,0,0.0,0.0,47,57,47,1,47.0,57.0,-3,-3,1
Fighting (Feat. Lee Young Ji) - BSS,Fighting (Feat. Lee Young Ji),BSS,1,2024-06-06,49,78,49,2024-06-06,2,49.0,78.0,0,0,0.0,0.0,44,78,43,16,45.375,78.0,-5,-6,-14
Filter - BTS,Filter,BTS,1,2024-06-14,43,75,43,2024-06-14,2,44.0,75.0,2,0,0.0,1.4142135623730951,46,75,46,1,46.0,75.0,3,3,1
Filter - BTS,Filter,BTS,2,2024-06-21,47,76,47,2024-06-21,2,48.5,76.0,3,0,0.0,2.1213203435596424,46,75,46,1,46.0,75.0,-1,-1,1
Filter - BTS,Filter,BTS,3,2025-04-06,31,72,31,2025-04-06,2,33.0,72.0,4,0,0.0,2.8284271247461903,46,75,46,1,46.0,75.0,15,15,1
For Us - V,For Us,V,1,2024-12-31,44,80,41,2025-01-03,10,46.1,81.4,5,3,1.0,2.685351208149711,10,73,10,61,23.37704918032787,84.75409836065573,-34,-31,-51
Fortnight (feat. Post Malone) - Taylor Swift,Fortnight (feat. Post Malone),Taylor Swift,1,2025-05-28,50,95,49,2025-05-29,2,49.5,95.0,0,1,1.0,0.7071067811865476,9,85,9,36,19.88888888888889,93.86111111111111,-41,-40,-34
Fortnight (feat. Post Malone) - Taylor Swift,Fortnight (feat. Post Malone),Taylor Swift,2,2025-06-02,50,95,50,2025-06-02,5,50.0,94.4,0,0,0.0,0.0,9,85,9,36,19.88888888888889,93.86111111111111,-41,-41,-31
Fry’s Dream - AKMU,Fry’s Dream,AKMU,1,2024-09-05,41,59,40,2024-09-06,5,42.8,59.2,3,1,1.0,2.280350850198276,28,44,28,3,39.0,48.666666666666664,-13,-12,2
Fry’s Dream - AKMU,Fry’s Dream,AKMU,2,2024-09-12,39,61,18,2024-09-29,45,31.444444444444443,63.422222222222224,31,17,1.2352941176470589,8.07227453457922,28,44,28,3,39.0,48.666666666666664,-11,10,42
GODS - League of Legends & NewJeans,GODS,League of Legends & NewJeans,1,2025-01-25,48,85,48,2025-01-25,1,48.0,85.0,0,0,0.0,0.0,4,73,4,109,31.091743119266056,85.74311926605505,-44,-44,-108
GODS - League of Legends & NewJeans,GODS,League of Legends & NewJeans,2,2025-01-31,49,85,49,2025-01-31,1,49.0,85.0,0,0,0.0,0.0,4,73,4,109,31.091743119266056,85.74311926605505,-45,-45,-108
Get A Guitar - RIIZE,Get A Guitar,RIIZE,1,2024-12-06,49,54,39,2024-12-15,15,45.2,60.46666666666667,11,9,1.1111111111111112,3.6683978597124463,25,57,13,72,28.13888888888889,70.94444444444444,-24,-26,-57
Get A Guitar - RIIZE,Get A Guitar,RIIZE,2,2024-12-23,47,66,47,2024-12-23,2,48.5,66.0,3,0,0.0,2.1213203435596424,25,57,13,72,28.13888888888889,70.94444444444444,-22,-34,-70
Get A Guitar - RIIZE,Get A Guitar,RIIZE,3,2024-12-28,38,64,23,2025-02-10,63,31.50793650793651,70.71428571428571,11,44,0.3409090909090909,4.5183247533293684,25,57,13,72,28.13888888888889,70.94444444444444,-13,-10,-9
Get A Guitar - RIIZE,Get A Guitar,RIIZE,4,2025-03-02,36,72,32,2025-03-08,12,35.666666666666664,70.58333333333333,5,6,0.6666666666666666,2.9336088024923512,25,57,13,72,28.13888888888889,70.94444444444444,-11,-19,-60
Get A Guitar - RIIZE,Get A Guitar,RIIZE,5,2025-03-15,40,69,40,2025-03-15,10,43.0,68.6,5,0,0.0,2.0548046676563256,25,57,13,72,28.13888888888889,70.94444444444444,-15,-27,-62
Get A Guitar - RIIZE,Get A Guitar,RIIZE,6,2025-03-26,44,68,44,2025-03-26,4,47.25,67.5,4,0,0.0,2.5,25,57,13,72,28.13888888888889,70.94444444444444,-19,-31,-68
Get A Guitar - RIIZE,Get A Guitar,RIIZE,7,2025-04-06,49,67,41,2025-04-08,5,46.6,67.0,7,2,4.0,3.209361307176242,25,57,13,72,28.13888888888889,70.94444444444444,-24,-28,-67
Get A Guitar - RIIZE,Get A Guitar,RIIZE,8,2025-04-12,49,67,49,2025-04-12,4,49.75,67.0,1,0,0.0,0.5,25,57,13,72,28.13888888888889,70.94444444444444,-24,-36,-68
Get A Guitar - RIIZE,Get A Guitar,RIIZE,9,2025-04-24,50,67,50,2025-04-24,1,50.0,67.0,0,0,0.0,0.0,25,57,13,72,28.13888888888889,70.94444444444444,-25,-37,-71
Girls Never Die - tripleS,Girls Never Die,tripleS,1,2025-06-24,50,69,47,2025-06-27,4,49.0,69.25,0,3,1.0,1.4142135623730951,43,59,14,42,27.238095238095237,68.38095238095238,-7,-33,-38
Grain of Sand - Lim Young Woong,Grain of Sand,Lim Young Woong,1,2025-03-02,13,69,12,2025-03-03,12,12.916666666666666,67.91666666666667,1,1,1.0,0.28867513459481287,22,36,7,266,15.323308270676693,68.203007518797,9,-5,-254
Grain of Sand - Lim Young Woong,Grain of Sand,Lim Young Woong,2,2025-03-15,13,67,13,2025-03-15,10,15.8,66.6,1,0,0.0,1.6193277068654826,22,36,7,266,15.323308270676693,68.203007518797,9,-6,-256
Grain of Sand - Lim Young Woong,Grain of Sand,Lim Young Woong,3,2025-03-26,16,66,12,2025-05-07,107,19.30841121495327,62.981308411214954,11,42,0.09523809523809523,3.5352969904152434,22,36,7,266,15.323308270676693,68.203007518797,6,-5,-159
Grain of Sand - Lim Young Woong,Grain of Sand,Lim Young Woong,4,2025-07-12,23,61,21,2025-08-07,32,22.625,61.25,0,26,0.07692307692307693,1.0080322575483707,22,36,7,266,15.323308270676693,68.203007518797,-1,-14,-234
Grain of Sand - Lim Young Woong,Grain of Sand,Lim Young Woong,5,2025-08-14,23,61,22,2025-08-26,68,27.86764705882353,59.80882352941177,27,12,0.08333333333333333,6.766697229517616,22,36,7,266,15.323308270676693,68.203007518797,-1,-15,-198
Grain of Sand - Lim Young Woong,Grain of Sand,Lim Young Woong,6,2025-10-22,47,58,47,2025-10-22,1,47.0,58.0,0,0,0.0,0.0,22,36,7,266,15.323308270676693,68.203007518797,-25,-40,-265
Grain of Sand - Lim Young Woong,Grain of Sand,Lim Young Woong,7,2025-11-03,49,58,49,2025-11-03,1,49.0,58.0,0,0,0.0,0.0,22,36,7,266,15.323308270676693,68.203007518797,-27,-42,-265
Grain of Sand - Lim Young Woong,Grain of Sand,Lim Young Woong,8,2025-11-05,46,58,40,2025-11-09,18,45.77777777777778,58.111111111111114,10,4,1.5,2.860595486248923,22,36,7,266,15.323308270676693,68.203007518797,-24,-33,-248
Guess featuring Billie Eilish - Charli xcx & Billie Eilish,Guess featuring Billie Eilish,Charli xcx & Billie Eilish,1,2025-08-14,40,90,38,2025-08-15,3,38.666666666666664,90.66666666666667,0,1,2.0,1.1547005383792517,50,85,35,5,45.2,87.0,10,-3,-2
HAPPY - DAY6,HAPPY,DAY6,1,2025-08-29,42,57,4,2025-10-06,91,12.021978021978022,62.32967032967033,11,38,1.0,8.430075816158373,39,53,39,1,39.0,53.0,-3,35,90
HERO - Lim Young Woong,HERO,Lim Young Woong,1,2024-10-27,49,56,43,2024-11-02,8,47.625,56.75,2,6,1.0,2.38671920665766,50,56,50,1,50.0,56.0,1,7,7
HERO - Lim Young Woong,HERO,Lim Young Woong,2,2024-11-05,48,57,26,2024-11-30,97,36.54639175257732,58.72164948453608,15,25,0.88,4.747851747888857,50,56,50,1,50.0,56.0,2,24,96
HERO - Lim Young Woong,HERO,Lim Young Woong,3,2025-02-11,46,58,46,2025-02-11,2,47.5,58.0,3,0,0.0,2.1213203435596424,50,56,50,1,50.0,56.0,4,4,1
HERO - Lim Young Woong,HERO,Lim Young Woong,4,2025-02-18,50,58,47,2025-02-19,3,48.0,58.0,0,1,3.0,1.7320508075688772,50,56,50,1,50.0,56.0,0,3,2
Haegeum - Agust D,Haegeum,Agust D,1,2024-06-16,48,90,44,2024-06-17,3,45.666666666666664,90.0,1,1,4.0,2.0816659994661326,25,91,25,26,32.07692307692308,90.38461538461539,-23,-19,-23
Haegeum - Agust D,Haegeum,Agust D,2,2024-06-21,50,90,29,2024-08-12,114,40.19298245614035,86.14912280701755,21,52,0.40384615384615385,4.661795759018678,25,91,25,26,32.07692307692308,90.38461538461539,-25,-4,88
Haegeum - Agust D,Haegeum,Agust D,3,2024-10-16,47,84,47,2024-10-16,1,47.0,84.0,0,0,0.0,0.0,25,91,25,26,32.07692307692308,90.38461538461539,-22,-22,-25
Haegeum - Agust D,Haegeum,Agust D,4,2024-10-20,49,84,49,2024-10-20,2,49.5,84.0,1,0,0.0,0.7071067811865476,25,91,25,26,32.07692307692308,90.38461538461539,-24,-24,-24
Haegeum - Agust D,Haegeum,Agust D,5,2024-10-23,45,84,45,2024-10-23,3,47.0,84.0,3,0,0.0,1.7320508075688772,25,91,25,26,32.07692307692308,90.38461538461539,-20,-20,-23
Hate You - Jung Kook,Hate You,Jung Kook,1,2024-12-27,47,84,28,2025-01-03,32,37.875,83.96875,18,7,2.7142857142857144,6.384204297806347,8,0,8,51,26.980392156862745,84.98039215686275,-39,-20,-19
Hate You - Jung Kook,Hate You,Jung Kook,2,2025-01-30,45,83,45,2025-01-30,1,45.0,83.0,0,0,0.0,0.0,8,0,8,51,26.980392156862745,84.98039215686275,-37,-37,-50
Hate You - Jung Kook,Hate You,Jung Kook,3,2025-02-02,44,83,29,2025-02-14,27,41.03703703703704,83.0,6,12,1.25,5.302259906300342,8,0,8,51,26.980392156862745,84.98039215686275,-36,-21,-24
Hate You - Jung Kook,Hate You,Jung Kook,4,2025-03-02,37,82,33,2025-03-03,8,40.75,81.625,10,1,4.0,4.832922806867792,8,0,8,51,26.980392156862745,84.98039215686275,-29,-25,-43
Hate You - Jung Kook,Hate You,Jung Kook,5,2025-03-11,47,81,44,2025-03-13,3,46.0,80.66666666666667,0,2,1.5,1.7320508075688772,8,0,8,51,26.980392156862745,84.98039215686275,-39,-36,-48
Hate You - Jung Kook,Hate You,Jung Kook,6,2025-03-15,39,80,39,2025-03-15,10,45.4,79.6,3,0,0.0,2.9514591494904874,8,0,8,51,26.980392156862745,84.98039215686275,-31,-31,-41
Hate You - Jung Kook,Hate You,Jung Kook,7,2025-03-26,45,79,45,2025-03-26,5,47.4,78.8,2,0,0.0,1.6733200530681511,8,0,8,51,26.980392156862745,84.98039215686275,-37,-37,-46
Holssi - IU,Holssi,IU,1,2025-03-02,33,70,25,2025-03-08,12,29.75,70.08333333333333,3,6,1.3333333333333333,3.3063300170760606,21,57,11,7,19.714285714285715,60.285714285714285,-12,-14,5
Holssi - IU,Holssi,IU,2,2025-03-15,30,71,30,2025-03-15,9,39.111111111111114,70.33333333333333,19,0,0.0,6.565905201197403,21,57,11,7,19.714285714285715,60.285714285714285,-9,-19,2
Holssi - IU,Holssi,IU,3,2025-03-26,48,70,48,2025-03-26,1,48.0,70.0,0,0,0.0,0.0,21,57,11,7,19.714285714285715,60.285714285714285,-27,-37,-6
Home - Lim Young Woong,Home,Lim Young Woong,1,2025-07-12,19,65,16,2025-07-19,32,18.4375,65.21875,2,7,0.42857142857142855,0.9136068187983487,36,35,12,64,18.125,60.265625,17,-4,-32
Home - Lim Young Woong,Home,Lim Young Woong,2,2025-08-14,20,65,16,2025-08-22,73,23.726027397260275,63.76712328767123,33,8,0.5,7.480085178459984,36,35,12,64,18.125,60.265625,16,-4,9
Home - Lim Young Woong,Home,Lim Young Woong,3,2025-11-01,50,62,38,2025-11-03,22,43.54545454545455,62.0,10,2,6.0,3.418817293789138,36,35,12,64,18.125,60.265625,-14,-26,-42
How Sweet - NewJeans,How Sweet,NewJeans,1,2025-07-12,8,84,8,2025-07-12,32,11.3125,83.75,4,0,0.0,1.7308864035330234,1,69,1,46,4.021739130434782,81.08695652173913,-7,-7,-14
How Sweet - NewJeans,How Sweet,NewJeans,2,2025-08-14,12,83,11,2025-08-17,106,23.40566037735849,80.16981132075472,34,3,0.3333333333333333,8.15303426062877,1,69,1,46,4.021739130434782,81.08695652173913,-11,-10,60
"How can I love the heartbreak, you're the one I love - AKMU","How can I love the heartbreak, you're the one I love",AKMU,1,2025-10-24,44,61,34,2025-11-04,24,41.25,61.541666666666664,14,11,0.9090909090909091,4.793564526483942,40,60,40,8,43.75,60.125,-4,6,16
"How can I love the heartbreak, you're the one I love - AKMU","How can I love the heartbreak, you're the one I love",AKMU,2,2025-11-18,49,62,49,2025-11-18,1,49.0,62.0,0,0,0.0,0.0,40,60,40,8,43.75,60.125,-9,-9,-7
Hype Boy - NewJeans,Hype Boy,NewJeans,1,2024-10-22,50,85,50,2024-10-22,1,50.0,85.0,0,0,0.0,0.0,18,87,15,156,25.53205128205128,86.17307692307692,-32,-35,-155
Hype Boy - NewJeans,Hype Boy,NewJeans,2,2024-12-11,50,84,50,2024-12-11,1,50.0,84.0,0,0,0.0,0.0,18,87,15,156,25.53205128205128,86.17307692307692,-32,-35,-155
Hype Boy - NewJeans,Hype Boy,NewJeans,3,2024-12-30,46,81,46,2024-12-30,1,46.0,81.0,0,0,0.0,0.0,18,87,15,156,25.53205128205128,86.17307692307692,-28,-31,-155
Hype Boy - NewJeans,Hype Boy,NewJeans,4,2025-01-04,48,83,42,2025-01-06,12,45.916666666666664,83.75,4,2,3.0,1.9752253419585195,18,87,15,156,25.53205128205128,86.17307692307692,-30,-27,-144
Hype Boy - NewJeans,Hype Boy,NewJeans,5,2025-02-10,49,84,49,2025-02-10,1,49.0,84.0,0,0,0.0,0.0,18,87,15,156,25.53205128205128,86.17307692307692,-31,-34,-155
Hype Boy - NewJeans,Hype Boy,NewJeans,6,2025-03-26,47,80,47,2025-03-26,1,47.0,80.0,0,0,0.0,0.0,18,87,15,156,25.53205128205128,86.17307692307692,-29,-32,-155
Hype Boy - NewJeans,Hype Boy,NewJeans,7,2025-03-30,50,80,50,2025-03-30,1,50.0,80.0,0,0,0.0,0.0,18,87,15,156,25.53205128205128,86.17307692307692,-32,-35,-155
Hype Boy - NewJeans,Hype Boy,NewJeans,8,2025-04-01,46,80,46,2025-04-01,2,47.5,80.0,3,0,0.0,2.1213203435596424,18,87,15,156,25.53205128205128,86.17307692307692,-28,-31,-154
Hype Boy - NewJeans,Hype Boy,NewJeans,9,2025-04-04,48,80,48,2025-04-04,1,48.0,80.0,0,0,0.0,0.0,18,87,15,156,25.53205128205128,86.17307692307692,-30,-33,-155
Hype Boy - NewJeans,Hype Boy,NewJeans,10,2025-04-11,46,80,43,2025-04-14,6,45.666666666666664,80.0,5,3,1.0,2.250925735484551,18,87,15,156,25.53205128205128,86.17307692307692,-28,-28,-150
Hype Boy - NewJeans,Hype Boy,NewJeans,11,2025-04-27,45,80,30,2025-04-29,29,40.3448275862069,80.0,13,2,7.5,5.3336925166406965,18,87,15,156,25.53205128205128,86.17307692307692,-27,-15,-127
Hype Boy - NewJeans,Hype Boy,NewJeans,12,2025-05-27,49,80,29,2025-06-03,45,37.93333333333333,77.15555555555555,12,7,2.857142857142857,4.1197969941160055,18,87,15,156,25.53205128205128,86.17307692307692,-31,-14,-111
Hype Boy - NewJeans,Hype Boy,NewJeans,13,2025-07-12,35,78,32,2025-07-25,32,38.5625,78.96875,8,13,0.23076923076923078,2.7349293792852163,18,87,15,156,25.53205128205128,86.17307692307692,-17,-17,-124
Hype Boy - NewJeans,Hype Boy,NewJeans,14,2025-08-14,36,79,34,2025-08-17,14,40.714285714285715,79.0,10,3,0.6666666666666666,4.998900978116189,18,87,15,156,25.53205128205128,86.17307692307692,-18,-19,-142
Hype Boy - NewJeans,Hype Boy,NewJeans,15,2025-08-31,47,79,47,2025-08-31,1,47.0,79.0,0,0,0.0,0.0,18,87,15,156,25.53205128205128,86.17307692307692,-29,-32,-155
Hype Boy - NewJeans,Hype Boy,NewJeans,16,2025-09-07,46,79,46,2025-09-07,6,47.833333333333336,79.0,0,0,0.0,1.834847859269718,18,87,15,156,25.53205128205128,86.17307692307692,-28,-31,-150
Hype Boy - NewJeans,Hype Boy,NewJeans,17,2025-09-14,50,79,50,2025-09-14,1,50.0,79.0,0,0,0.0,0.0,18,87,15,156,25.53205128205128,86.17307692307692,-32,-35,-155
Hype Boy - NewJeans,Hype Boy,NewJeans,18,2025-09-16,44,79,44,2025-09-16,5,47.6,79.0,6,0,0.0,2.5099800796022267,18,87,15,156,25.53205128205128,86.17307692307692,-26,-29,-151
Hype Boy - NewJeans,Hype Boy,NewJeans,19,2025-09-23,50,79,49,2025-09-24,2,49.5,79.0,0,1,1.0,0.7071067811865476,18,87,15,156,25.53205128205128,86.17307692307692,-32,-34,-154
Hype Boy - NewJeans,Hype Boy,NewJeans,20,2025-09-29,49,78,49,2025-09-29,2,49.5,78.0,1,0,0.0,0.7071067811865476,18,87,15,156,25.53205128205128,86.17307692307692,-31,-34,-154
